title,slug,category,description,keywords
Revisão e desafio: Introdução ao present perfect continuous,revisão-e-desafio-introdução-ao-present-perfect-continuous,Inglês Intermediário,"Estudo sobre introdução ao present perfect continuous, com foco em revisão e desafio.","introdução ao present perfect continuous, inglês intermediário, revisão e desafio"
Gramática: Comparativo entre tempos contínuos,gramática-comparativo-entre-tempos-contínuos,Inglês Intermediário,"Estudo sobre comparativo entre tempos contínuos, com foco em gramática.","comparativo entre tempos contínuos, inglês intermediário, gramática"
Vocabulário: Comparativo entre tempos contínuos,vocabulário-comparativo-entre-tempos-contínuos,Inglês Intermediário,"Estudo sobre comparativo entre tempos contínuos, com foco em vocabulário.","comparativo entre tempos contínuos, inglês intermediário, vocabulário"
Frases simples: Comparativo entre tempos contínuos,frases-simples-comparativo-entre-tempos-contínuos,Inglês Intermediário,"Estudo sobre comparativo entre tempos contínuos, com foco em frases simples.","comparativo entre tempos contínuos, inglês intermediário, frases simples"
Pronúncia e compreensão: Comparativo entre tempos contínuos,pronúncia-e-compreensão-comparativo-entre-tempos-contínuos,Inglês Intermediário,"Estudo sobre comparativo entre tempos contínuos, com foco em pronúncia e compreensão.","comparativo entre tempos contínuos, inglês intermediário, pronúncia e compreensão"
Aplicação prática: Comparativo entre tempos contínuos,aplicação-prática-comparativo-entre-tempos-contínuos,Inglês Intermediário,"Estudo sobre comparativo entre tempos contínuos, com foco em aplicação prática.","comparativo entre tempos contínuos, inglês intermediário, aplicação prática"
Erros comuns: Comparativo entre tempos contínuos,erros-comuns-comparativo-entre-tempos-contínuos,Inglês Intermediário,"Estudo sobre comparativo entre tempos contínuos, com foco em erros comuns.","comparativo entre tempos contínuos, inglês intermediário, erros comuns"
Revisão e desafio: Comparativo entre tempos contínuos,revisão-e-desafio-comparativo-entre-tempos-contínuos,Inglês Intermediário,"Estudo sobre comparativo entre tempos contínuos, com foco em revisão e desafio.","comparativo entre tempos contínuos, inglês intermediário, revisão e desafio"
Gramática: Condicional 1: possibilidades reais,gramática-condicional-1-possibilidades-reais,Inglês Intermediário,"Estudo sobre condicional 1: possibilidades reais, com foco em gramática.","condicional 1: possibilidades reais, inglês intermediário, gramática"
Vocabulário: Condicional 1: possibilidades reais,vocabulário-condicional-1-possibilidades-reais,Inglês Intermediário,"Estudo sobre condicional 1: possibilidades reais, com foco em vocabulário.","condicional 1: possibilidades reais, inglês intermediário, vocabulário"
Frases simples: Condicional 1: possibilidades reais,frases-simples-condicional-1-possibilidades-reais,Inglês Intermediário,"Estudo sobre condicional 1: possibilidades reais, com foco em frases simples.","condicional 1: possibilidades reais, inglês intermediário, frases simples"
Pronúncia e compreensão: Condicional 1: possibilidades reais,pronúncia-e-compreensão-condicional-1-possibilidades-reais,Inglês Intermediário,"Estudo sobre condicional 1: possibilidades reais, com foco em pronúncia e compreensão.","condicional 1: possibilidades reais, inglês intermediário, pronúncia e compreensão"
Aplicação prática: Condicional 1: possibilidades reais,aplicação-prática-condicional-1-possibilidades-reais,Inglês Intermediário,"Estudo sobre condicional 1: possibilidades reais, com foco em aplicação prática.","condicional 1: possibilidades reais, inglês intermediário, aplicação prática"
Erros comuns: Condicional 1: possibilidades reais,erros-comuns-condicional-1-possibilidades-reais,Inglês Intermediário,"Estudo sobre condicional 1: possibilidades reais, com foco em erros comuns.","condicional 1: possibilidades reais, inglês intermediário, erros comuns"
Revisão e desafio: Condicional 1: possibilidades reais,revisão-e-desafio-condicional-1-possibilidades-reais,Inglês Intermediário,"Estudo sobre condicional 1: possibilidades reais, com foco em revisão e desafio.","condicional 1: possibilidades reais, inglês intermediário, revisão e desafio"
Gramática: Condicional 2: situações imaginárias,gramática-condicional-2-situações-imaginárias,Inglês Intermediário,"Estudo sobre condicional 2: situações imaginárias, com foco em gramática.","condicional 2: situações imaginárias, inglês intermediário, gramática"
Vocabulário: Condicional 2: situações imaginárias,vocabulário-condicional-2-situações-imaginárias,Inglês Intermediário,"Estudo sobre condicional 2: situações imaginárias, com foco em vocabulário.","condicional 2: situações imaginárias, inglês intermediário, vocabulário"
Frases simples: Condicional 2: situações imaginárias,frases-simples-condicional-2-situações-imaginárias,Inglês Intermediário,"Estudo sobre condicional 2: situações imaginárias, com foco em frases simples.","condicional 2: situações imaginárias, inglês intermediário, frases simples"
Pronúncia e compreensão: Condicional 2: situações imaginárias,pronúncia-e-compreensão-condicional-2-situações-imaginárias,Inglês Intermediário,"Estudo sobre condicional 2: situações imaginárias, com foco em pronúncia e compreensão.","condicional 2: situações imaginárias, inglês intermediário, pronúncia e compreensão"
Aplicação prática: Condicional 2: situações imaginárias,aplicação-prática-condicional-2-situações-imaginárias,Inglês Intermediário,"Estudo sobre condicional 2: situações imaginárias, com foco em aplicação prática.","condicional 2: situações imaginárias, inglês intermediário, aplicação prática"
Erros comuns: Condicional 2: situações imaginárias,erros-comuns-condicional-2-situações-imaginárias,Inglês Intermediário,"Estudo sobre condicional 2: situações imaginárias, com foco em erros comuns.","condicional 2: situações imaginárias, inglês intermediário, erros comuns"
Revisão e desafio: Condicional 2: situações imaginárias,revisão-e-desafio-condicional-2-situações-imaginárias,Inglês Intermediário,"Estudo sobre condicional 2: situações imaginárias, com foco em revisão e desafio.","condicional 2: situações imaginárias, inglês intermediário, revisão e desafio"
Gramática: Condicional 3: hipóteses no passado,gramática-condicional-3-hipóteses-no-passado,Inglês Intermediário,"Estudo sobre condicional 3: hipóteses no passado, com foco em gramática.","condicional 3: hipóteses no passado, inglês intermediário, gramática"
Vocabulário: Condicional 3: hipóteses no passado,vocabulário-condicional-3-hipóteses-no-passado,Inglês Intermediário,"Estudo sobre condicional 3: hipóteses no passado, com foco em vocabulário.","condicional 3: hipóteses no passado, inglês intermediário, vocabulário"
Frases simples: Condicional 3: hipóteses no passado,frases-simples-condicional-3-hipóteses-no-passado,Inglês Intermediário,"Estudo sobre condicional 3: hipóteses no passado, com foco em frases simples.","condicional 3: hipóteses no passado, inglês intermediário, frases simples"
Pronúncia e compreensão: Condicional 3: hipóteses no passado,pronúncia-e-compreensão-condicional-3-hipóteses-no-passado,Inglês Intermediário,"Estudo sobre condicional 3: hipóteses no passado, com foco em pronúncia e compreensão.","condicional 3: hipóteses no passado, inglês intermediário, pronúncia e compreensão"
Aplicação prática: Condicional 3: hipóteses no passado,aplicação-prática-condicional-3-hipóteses-no-passado,Inglês Intermediário,"Estudo sobre condicional 3: hipóteses no passado, com foco em aplicação prática.","condicional 3: hipóteses no passado, inglês intermediário, aplicação prática"
Erros comuns: Condicional 3: hipóteses no passado,erros-comuns-condicional-3-hipóteses-no-passado,Inglês Intermediário,"Estudo sobre condicional 3: hipóteses no passado, com foco em erros comuns.","condicional 3: hipóteses no passado, inglês intermediário, erros comuns"
Revisão e desafio: Condicional 3: hipóteses no passado,revisão-e-desafio-condicional-3-hipóteses-no-passado,Inglês Intermediário,"Estudo sobre condicional 3: hipóteses no passado, com foco em revisão e desafio.","condicional 3: hipóteses no passado, inglês intermediário, revisão e desafio"
Gramática: Diferenças entre os três tipos de condicionais,gramática-diferenças-entre-os-três-tipos-de-condicionais,Inglês Intermediário,"Estudo sobre diferenças entre os três tipos de condicionais, com foco em gramática.","diferenças entre os três tipos de condicionais, inglês intermediário, gramática"
Vocabulário: Diferenças entre os três tipos de condicionais,vocabulário-diferenças-entre-os-três-tipos-de-condicionais,Inglês Intermediário,"Estudo sobre diferenças entre os três tipos de condicionais, com foco em vocabulário.","diferenças entre os três tipos de condicionais, inglês intermediário, vocabulário"
Frases simples: Diferenças entre os três tipos de condicionais,frases-simples-diferenças-entre-os-três-tipos-de-condicionais,Inglês Intermediário,"Estudo sobre diferenças entre os três tipos de condicionais, com foco em frases simples.","diferenças entre os três tipos de condicionais, inglês intermediário, frases simples"
Pronúncia e compreensão: Diferenças entre os três tipos de condicionais,pronúncia-e-compreensão-diferenças-entre-os-três-tipos-de-condicionais,Inglês Intermediário,"Estudo sobre diferenças entre os três tipos de condicionais, com foco em pronúncia e compreensão.","diferenças entre os três tipos de condicionais, inglês intermediário, pronúncia e compreensão"
Aplicação prática: Diferenças entre os três tipos de condicionais,aplicação-prática-diferenças-entre-os-três-tipos-de-condicionais,Inglês Intermediário,"Estudo sobre diferenças entre os três tipos de condicionais, com foco em aplicação prática.","diferenças entre os três tipos de condicionais, inglês intermediário, aplicação prática"
Erros comuns: Diferenças entre os três tipos de condicionais,erros-comuns-diferenças-entre-os-três-tipos-de-condicionais,Inglês Intermediário,"Estudo sobre diferenças entre os três tipos de condicionais, com foco em erros comuns.","diferenças entre os três tipos de condicionais, inglês intermediário, erros comuns"
Revisão e desafio: Diferenças entre os três tipos de condicionais,revisão-e-desafio-diferenças-entre-os-três-tipos-de-condicionais,Inglês Intermediário,"Estudo sobre diferenças entre os três tipos de condicionais, com foco em revisão e desafio.","diferenças entre os três tipos de condicionais, inglês intermediário, revisão e desafio"
Gramática: Vocabulário: meio ambiente e sustentabilidade,gramática-vocabulário-meio-ambiente-e-sustentabilidade,Inglês Intermediário,"Estudo sobre vocabulário: meio ambiente e sustentabilidade, com foco em gramática.","vocabulário: meio ambiente e sustentabilidade, inglês intermediário, gramática"
Vocabulário: Vocabulário: meio ambiente e sustentabilidade,vocabulário-vocabulário-meio-ambiente-e-sustentabilidade,Inglês Intermediário,"Estudo sobre vocabulário: meio ambiente e sustentabilidade, com foco em vocabulário.","vocabulário: meio ambiente e sustentabilidade, inglês intermediário, vocabulário"
Frases simples: Vocabulário: meio ambiente e sustentabilidade,frases-simples-vocabulário-meio-ambiente-e-sustentabilidade,Inglês Intermediário,"Estudo sobre vocabulário: meio ambiente e sustentabilidade, com foco em frases simples.","vocabulário: meio ambiente e sustentabilidade, inglês intermediário, frases simples"
Pronúncia e compreensão: Vocabulário: meio ambiente e sustentabilidade,pronúncia-e-compreensão-vocabulário-meio-ambiente-e-sustentabilidade,Inglês Intermediário,"Estudo sobre vocabulário: meio ambiente e sustentabilidade, com foco em pronúncia e compreensão.","vocabulário: meio ambiente e sustentabilidade, inglês intermediário, pronúncia e compreensão"
Aplicação prática: Vocabulário: meio ambiente e sustentabilidade,aplicação-prática-vocabulário-meio-ambiente-e-sustentabilidade,Inglês Intermediário,"Estudo sobre vocabulário: meio ambiente e sustentabilidade, com foco em aplicação prática.","vocabulário: meio ambiente e sustentabilidade, inglês intermediário, aplicação prática"
Erros comuns: Vocabulário: meio ambiente e sustentabilidade,erros-comuns-vocabulário-meio-ambiente-e-sustentabilidade,Inglês Intermediário,"Estudo sobre vocabulário: meio ambiente e sustentabilidade, com foco em erros comuns.","vocabulário: meio ambiente e sustentabilidade, inglês intermediário, erros comuns"
Revisão e desafio: Vocabulário: meio ambiente e sustentabilidade,revisão-e-desafio-vocabulário-meio-ambiente-e-sustentabilidade,Inglês Intermediário,"Estudo sobre vocabulário: meio ambiente e sustentabilidade, com foco em revisão e desafio.","vocabulário: meio ambiente e sustentabilidade, inglês intermediário, revisão e desafio"
Gramática: Expressar desejos e arrependimentos (I wish / If only...),gramática-expressar-desejos-e-arrependimentos-i-wish--if-only...,Inglês Intermediário,"Estudo sobre expressar desejos e arrependimentos (i wish / if only...), com foco em gramática.","expressar desejos e arrependimentos (i wish / if only...), inglês intermediário, gramática"
Vocabulário: Expressar desejos e arrependimentos (I wish / If only...),vocabulário-expressar-desejos-e-arrependimentos-i-wish--if-only...,Inglês Intermediário,"Estudo sobre expressar desejos e arrependimentos (i wish / if only...), com foco em vocabulário.","expressar desejos e arrependimentos (i wish / if only...), inglês intermediário, vocabulário"
Frases simples: Expressar desejos e arrependimentos (I wish / If only...),frases-simples-expressar-desejos-e-arrependimentos-i-wish--if-only...,Inglês Intermediário,"Estudo sobre expressar desejos e arrependimentos (i wish / if only...), com foco em frases simples.","expressar desejos e arrependimentos (i wish / if only...), inglês intermediário, frases simples"
Pronúncia e compreensão: Expressar desejos e arrependimentos (I wish / If only...),pronúncia-e-compreensão-expressar-desejos-e-arrependimentos-i-wish--if-only...,Inglês Intermediário,"Estudo sobre expressar desejos e arrependimentos (i wish / if only...), com foco em pronúncia e compreensão.","expressar desejos e arrependimentos (i wish / if only...), inglês intermediário, pronúncia e compreensão"
Aplicação prática: Expressar desejos e arrependimentos (I wish / If only...),aplicação-prática-expressar-desejos-e-arrependimentos-i-wish--if-only...,Inglês Intermediário,"Estudo sobre expressar desejos e arrependimentos (i wish / if only...), com foco em aplicação prática.","expressar desejos e arrependimentos (i wish / if only...), inglês intermediário, aplicação prática"
Erros comuns: Expressar desejos e arrependimentos (I wish / If only...),erros-comuns-expressar-desejos-e-arrependimentos-i-wish--if-only...,Inglês Intermediário,"Estudo sobre expressar desejos e arrependimentos (i wish / if only...), com foco em erros comuns.","expressar desejos e arrependimentos (i wish / if only...), inglês intermediário, erros comuns"
Revisão e desafio: Expressar desejos e arrependimentos (I wish / If only...),revisão-e-desafio-expressar-desejos-e-arrependimentos-i-wish--if-only...,Inglês Intermediário,"Estudo sobre expressar desejos e arrependimentos (i wish / if only...), com foco em revisão e desafio.","expressar desejos e arrependimentos (i wish / if only...), inglês intermediário, revisão e desafio"
Gramática: Voz passiva (present e past),gramática-voz-passiva-present-e-past,Inglês Intermediário,"Estudo sobre voz passiva (present e past), com foco em gramática.","voz passiva (present e past), inglês intermediário, gramática"
Vocabulário: Voz passiva (present e past),vocabulário-voz-passiva-present-e-past,Inglês Intermediário,"Estudo sobre voz passiva (present e past), com foco em vocabulário.","voz passiva (present e past), inglês intermediário, vocabulário"
Frases simples: Voz passiva (present e past),frases-simples-voz-passiva-present-e-past,Inglês Intermediário,"Estudo sobre voz passiva (present e past), com foco em frases simples.","voz passiva (present e past), inglês intermediário, frases simples"
Pronúncia e compreensão: Voz passiva (present e past),pronúncia-e-compreensão-voz-passiva-present-e-past,Inglês Intermediário,"Estudo sobre voz passiva (present e past), com foco em pronúncia e compreensão.","voz passiva (present e past), inglês intermediário, pronúncia e compreensão"
Aplicação prática: Voz passiva (present e past),aplicação-prática-voz-passiva-present-e-past,Inglês Intermediário,"Estudo sobre voz passiva (present e past), com foco em aplicação prática.","voz passiva (present e past), inglês intermediário, aplicação prática"
Erros comuns: Voz passiva (present e past),erros-comuns-voz-passiva-present-e-past,Inglês Intermediário,"Estudo sobre voz passiva (present e past), com foco em erros comuns.","voz passiva (present e past), inglês intermediário, erros comuns"
Revisão e desafio: Voz passiva (present e past),revisão-e-desafio-voz-passiva-present-e-past,Inglês Intermediário,"Estudo sobre voz passiva (present e past), com foco em revisão e desafio.","voz passiva (present e past), inglês intermediário, revisão e desafio"
Gramática: Reported speech: como relatar falas,gramática-reported-speech-como-relatar-falas,Inglês Intermediário,"Estudo sobre reported speech: como relatar falas, com foco em gramática.","reported speech: como relatar falas, inglês intermediário, gramática"
Vocabulário: Reported speech: como relatar falas,vocabulário-reported-speech-como-relatar-falas,Inglês Intermediário,"Estudo sobre reported speech: como relatar falas, com foco em vocabulário.","reported speech: como relatar falas, inglês intermediário, vocabulário"
Frases simples: Reported speech: como relatar falas,frases-simples-reported-speech-como-relatar-falas,Inglês Intermediário,"Estudo sobre reported speech: como relatar falas, com foco em frases simples.","reported speech: como relatar falas, inglês intermediário, frases simples"
Pronúncia e compreensão: Reported speech: como relatar falas,pronúncia-e-compreensão-reported-speech-como-relatar-falas,Inglês Intermediário,"Estudo sobre reported speech: como relatar falas, com foco em pronúncia e compreensão.","reported speech: como relatar falas, inglês intermediário, pronúncia e compreensão"
Aplicação prática: Reported speech: como relatar falas,aplicação-prática-reported-speech-como-relatar-falas,Inglês Intermediário,"Estudo sobre reported speech: como relatar falas, com foco em aplicação prática.","reported speech: como relatar falas, inglês intermediário, aplicação prática"
Erros comuns: Reported speech: como relatar falas,erros-comuns-reported-speech-como-relatar-falas,Inglês Intermediário,"Estudo sobre reported speech: como relatar falas, com foco em erros comuns.","reported speech: como relatar falas, inglês intermediário, erros comuns"
Revisão e desafio: Reported speech: como relatar falas,revisão-e-desafio-reported-speech-como-relatar-falas,Inglês Intermediário,"Estudo sobre reported speech: como relatar falas, com foco em revisão e desafio.","reported speech: como relatar falas, inglês intermediário, revisão e desafio"
Gramática: Question tags: confirmando informações,gramática-question-tags-confirmando-informações,Inglês Intermediário,"Estudo sobre question tags: confirmando informações, com foco em gramática.","question tags: confirmando informações, inglês intermediário, gramática"
Vocabulário: Question tags: confirmando informações,vocabulário-question-tags-confirmando-informações,Inglês Intermediário,"Estudo sobre question tags: confirmando informações, com foco em vocabulário.","question tags: confirmando informações, inglês intermediário, vocabulário"
Frases simples: Question tags: confirmando informações,frases-simples-question-tags-confirmando-informações,Inglês Intermediário,"Estudo sobre question tags: confirmando informações, com foco em frases simples.","question tags: confirmando informações, inglês intermediário, frases simples"
Pronúncia e compreensão: Question tags: confirmando informações,pronúncia-e-compreensão-question-tags-confirmando-informações,Inglês Intermediário,"Estudo sobre question tags: confirmando informações, com foco em pronúncia e compreensão.","question tags: confirmando informações, inglês intermediário, pronúncia e compreensão"
Aplicação prática: Question tags: confirmando informações,aplicação-prática-question-tags-confirmando-informações,Inglês Intermediário,"Estudo sobre question tags: confirmando informações, com foco em aplicação prática.","question tags: confirmando informações, inglês intermediário, aplicação prática"
Erros comuns: Question tags: confirmando informações,erros-comuns-question-tags-confirmando-informações,Inglês Intermediário,"Estudo sobre question tags: confirmando informações, com foco em erros comuns.","question tags: confirmando informações, inglês intermediário, erros comuns"
Revisão e desafio: Question tags: confirmando informações,revisão-e-desafio-question-tags-confirmando-informações,Inglês Intermediário,"Estudo sobre question tags: confirmando informações, com foco em revisão e desafio.","question tags: confirmando informações, inglês intermediário, revisão e desafio"
