title,slug,category,description,keywords
Revisão da semana sobre vocabulário: tecnologia e internet,revisao-da-semana-sobre-vocabulario-tecnologia-e-internet,revisao,"Revisão da semana da semana sobre vocabulário: tecnologia e internet, com explicações simples para iniciantes em inglês.","vocabulário: tecnologia e internet, inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre vocabulário: compras online e dinheiro,gramatica-essencial-sobre-vocabulario-compras-online-e-dinheiro,gramatica,"Gramática essencial da semana sobre vocabulário: compras online e dinheiro, com explicações simples para iniciantes em inglês.","vocabulário: compras online e dinheiro, inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre vocabulário: compras online e dinheiro,vocabulario-pratico-sobre-vocabulario-compras-online-e-dinheiro,vocabulario,"Vocabulário prático da semana sobre vocabulário: compras online e dinheiro, com explicações simples para iniciantes em inglês.","vocabulário: compras online e dinheiro, inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre vocabulário: compras online e dinheiro,frases-e-estrutura-sobre-vocabulario-compras-online-e-dinheiro,frases,"Frases e estrutura da semana sobre vocabulário: compras online e dinheiro, com explicações simples para iniciantes em inglês.","vocabulário: compras online e dinheiro, inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre vocabulário: compras online e dinheiro,dica-complementar-sobre-vocabulario-compras-online-e-dinheiro,dica,"Dica complementar da semana sobre vocabulário: compras online e dinheiro, com explicações simples para iniciantes em inglês.","vocabulário: compras online e dinheiro, inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre vocabulário: compras online e dinheiro,aplicacao-pratica-sobre-vocabulario-compras-online-e-dinheiro,aplicacao,"Aplicação prática da semana sobre vocabulário: compras online e dinheiro, com explicações simples para iniciantes em inglês.","vocabulário: compras online e dinheiro, inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre vocabulário: compras online e dinheiro,erros-comuns-sobre-vocabulario-compras-online-e-dinheiro,erros,"Erros comuns da semana sobre vocabulário: compras online e dinheiro, com explicações simples para iniciantes em inglês.","vocabulário: compras online e dinheiro, inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre vocabulário: compras online e dinheiro,revisao-da-semana-sobre-vocabulario-compras-online-e-dinheiro,revisao,"Revisão da semana da semana sobre vocabulário: compras online e dinheiro, com explicações simples para iniciantes em inglês.","vocabulário: compras online e dinheiro, inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre verbos frasais (phrasal verbs) básicos,gramatica-essencial-sobre-verbos-frasais-phrasal-verbs-basicos,gramatica,"Gramática essencial da semana sobre verbos frasais (phrasal verbs) básicos, com explicações simples para iniciantes em inglês.","verbos frasais (phrasal verbs) básicos, inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre verbos frasais (phrasal verbs) básicos,vocabulario-pratico-sobre-verbos-frasais-phrasal-verbs-basicos,vocabulario,"Vocabulário prático da semana sobre verbos frasais (phrasal verbs) básicos, com explicações simples para iniciantes em inglês.","verbos frasais (phrasal verbs) básicos, inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre verbos frasais (phrasal verbs) básicos,frases-e-estrutura-sobre-verbos-frasais-phrasal-verbs-basicos,frases,"Frases e estrutura da semana sobre verbos frasais (phrasal verbs) básicos, com explicações simples para iniciantes em inglês.","verbos frasais (phrasal verbs) básicos, inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre verbos frasais (phrasal verbs) básicos,dica-complementar-sobre-verbos-frasais-phrasal-verbs-basicos,dica,"Dica complementar da semana sobre verbos frasais (phrasal verbs) básicos, com explicações simples para iniciantes em inglês.","verbos frasais (phrasal verbs) básicos, inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre verbos frasais (phrasal verbs) básicos,aplicacao-pratica-sobre-verbos-frasais-phrasal-verbs-basicos,aplicacao,"Aplicação prática da semana sobre verbos frasais (phrasal verbs) básicos, com explicações simples para iniciantes em inglês.","verbos frasais (phrasal verbs) básicos, inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre verbos frasais (phrasal verbs) básicos,erros-comuns-sobre-verbos-frasais-phrasal-verbs-basicos,erros,"Erros comuns da semana sobre verbos frasais (phrasal verbs) básicos, com explicações simples para iniciantes em inglês.","verbos frasais (phrasal verbs) básicos, inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre verbos frasais (phrasal verbs) básicos,revisao-da-semana-sobre-verbos-frasais-phrasal-verbs-basicos,revisao,"Revisão da semana da semana sobre verbos frasais (phrasal verbs) básicos, com explicações simples para iniciantes em inglês.","verbos frasais (phrasal verbs) básicos, inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre vocabulário: sentimentos e personalidade,gramatica-essencial-sobre-vocabulario-sentimentos-e-personalidade,gramatica,"Gramática essencial da semana sobre vocabulário: sentimentos e personalidade, com explicações simples para iniciantes em inglês.","vocabulário: sentimentos e personalidade, inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre vocabulário: sentimentos e personalidade,vocabulario-pratico-sobre-vocabulario-sentimentos-e-personalidade,vocabulario,"Vocabulário prático da semana sobre vocabulário: sentimentos e personalidade, com explicações simples para iniciantes em inglês.","vocabulário: sentimentos e personalidade, inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre vocabulário: sentimentos e personalidade,frases-e-estrutura-sobre-vocabulario-sentimentos-e-personalidade,frases,"Frases e estrutura da semana sobre vocabulário: sentimentos e personalidade, com explicações simples para iniciantes em inglês.","vocabulário: sentimentos e personalidade, inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre vocabulário: sentimentos e personalidade,dica-complementar-sobre-vocabulario-sentimentos-e-personalidade,dica,"Dica complementar da semana sobre vocabulário: sentimentos e personalidade, com explicações simples para iniciantes em inglês.","vocabulário: sentimentos e personalidade, inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre vocabulário: sentimentos e personalidade,aplicacao-pratica-sobre-vocabulario-sentimentos-e-personalidade,aplicacao,"Aplicação prática da semana sobre vocabulário: sentimentos e personalidade, com explicações simples para iniciantes em inglês.","vocabulário: sentimentos e personalidade, inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre vocabulário: sentimentos e personalidade,erros-comuns-sobre-vocabulario-sentimentos-e-personalidade,erros,"Erros comuns da semana sobre vocabulário: sentimentos e personalidade, com explicações simples para iniciantes em inglês.","vocabulário: sentimentos e personalidade, inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre vocabulário: sentimentos e personalidade,revisao-da-semana-sobre-vocabulario-sentimentos-e-personalidade,revisao,"Revisão da semana da semana sobre vocabulário: sentimentos e personalidade, com explicações simples para iniciantes em inglês.","vocabulário: sentimentos e personalidade, inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre frases para conversas do dia a dia,gramatica-essencial-sobre-frases-para-conversas-do-dia-a-dia,gramatica,"Gramática essencial da semana sobre frases para conversas do dia a dia, com explicações simples para iniciantes em inglês.","frases para conversas do dia a dia, inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre frases para conversas do dia a dia,vocabulario-pratico-sobre-frases-para-conversas-do-dia-a-dia,vocabulario,"Vocabulário prático da semana sobre frases para conversas do dia a dia, com explicações simples para iniciantes em inglês.","frases para conversas do dia a dia, inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre frases para conversas do dia a dia,frases-e-estrutura-sobre-frases-para-conversas-do-dia-a-dia,frases,"Frases e estrutura da semana sobre frases para conversas do dia a dia, com explicações simples para iniciantes em inglês.","frases para conversas do dia a dia, inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre frases para conversas do dia a dia,dica-complementar-sobre-frases-para-conversas-do-dia-a-dia,dica,"Dica complementar da semana sobre frases para conversas do dia a dia, com explicações simples para iniciantes em inglês.","frases para conversas do dia a dia, inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre frases para conversas do dia a dia,aplicacao-pratica-sobre-frases-para-conversas-do-dia-a-dia,aplicacao,"Aplicação prática da semana sobre frases para conversas do dia a dia, com explicações simples para iniciantes em inglês.","frases para conversas do dia a dia, inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre frases para conversas do dia a dia,erros-comuns-sobre-frases-para-conversas-do-dia-a-dia,erros,"Erros comuns da semana sobre frases para conversas do dia a dia, com explicações simples para iniciantes em inglês.","frases para conversas do dia a dia, inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre frases para conversas do dia a dia,revisao-da-semana-sobre-frases-para-conversas-do-dia-a-dia,revisao,"Revisão da semana da semana sobre frases para conversas do dia a dia, com explicações simples para iniciantes em inglês.","frases para conversas do dia a dia, inglês para iniciantes, aprender inglês, revisao"
"Gramática essencial sobre vocabulário: saúde, farmácia e consultas",gramatica-essencial-sobre-vocabulario-saude-farmacia-e-consultas,gramatica,"Gramática essencial da semana sobre vocabulário: saúde, farmácia e consultas, com explicações simples para iniciantes em inglês.","vocabulário: saúde, farmácia e consultas, inglês para iniciantes, aprender inglês, gramatica"
"Vocabulário prático sobre vocabulário: saúde, farmácia e consultas",vocabulario-pratico-sobre-vocabulario-saude-farmacia-e-consultas,vocabulario,"Vocabulário prático da semana sobre vocabulário: saúde, farmácia e consultas, com explicações simples para iniciantes em inglês.","vocabulário: saúde, farmácia e consultas, inglês para iniciantes, aprender inglês, vocabulario"
"Frases e estrutura sobre vocabulário: saúde, farmácia e consultas",frases-e-estrutura-sobre-vocabulario-saude-farmacia-e-consultas,frases,"Frases e estrutura da semana sobre vocabulário: saúde, farmácia e consultas, com explicações simples para iniciantes em inglês.","vocabulário: saúde, farmácia e consultas, inglês para iniciantes, aprender inglês, frases"
"Dica complementar sobre vocabulário: saúde, farmácia e consultas",dica-complementar-sobre-vocabulario-saude-farmacia-e-consultas,dica,"Dica complementar da semana sobre vocabulário: saúde, farmácia e consultas, com explicações simples para iniciantes em inglês.","vocabulário: saúde, farmácia e consultas, inglês para iniciantes, aprender inglês, dica"
"Aplicação prática sobre vocabulário: saúde, farmácia e consultas",aplicacao-pratica-sobre-vocabulario-saude-farmacia-e-consultas,aplicacao,"Aplicação prática da semana sobre vocabulário: saúde, farmácia e consultas, com explicações simples para iniciantes em inglês.","vocabulário: saúde, farmácia e consultas, inglês para iniciantes, aprender inglês, aplicacao"
"Erros comuns sobre vocabulário: saúde, farmácia e consultas",erros-comuns-sobre-vocabulario-saude-farmacia-e-consultas,erros,"Erros comuns da semana sobre vocabulário: saúde, farmácia e consultas, com explicações simples para iniciantes em inglês.","vocabulário: saúde, farmácia e consultas, inglês para iniciantes, aprender inglês, erros"
"Revisão da semana sobre vocabulário: saúde, farmácia e consultas",revisao-da-semana-sobre-vocabulario-saude-farmacia-e-consultas,revisao,"Revisão da semana da semana sobre vocabulário: saúde, farmácia e consultas, com explicações simples para iniciantes em inglês.","vocabulário: saúde, farmácia e consultas, inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre como falar de planos futuros (introdução ao “going to”),gramatica-essencial-sobre-como-falar-de-planos-futuros-introducao-ao-going-to,gramatica,"Gramática essencial da semana sobre como falar de planos futuros (introdução ao “going to”), com explicações simples para iniciantes em inglês.","como falar de planos futuros (introdução ao “going to”), inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre como falar de planos futuros (introdução ao “going to”),vocabulario-pratico-sobre-como-falar-de-planos-futuros-introducao-ao-going-to,vocabulario,"Vocabulário prático da semana sobre como falar de planos futuros (introdução ao “going to”), com explicações simples para iniciantes em inglês.","como falar de planos futuros (introdução ao “going to”), inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre como falar de planos futuros (introdução ao “going to”),frases-e-estrutura-sobre-como-falar-de-planos-futuros-introducao-ao-going-to,frases,"Frases e estrutura da semana sobre como falar de planos futuros (introdução ao “going to”), com explicações simples para iniciantes em inglês.","como falar de planos futuros (introdução ao “going to”), inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre como falar de planos futuros (introdução ao “going to”),dica-complementar-sobre-como-falar-de-planos-futuros-introducao-ao-going-to,dica,"Dica complementar da semana sobre como falar de planos futuros (introdução ao “going to”), com explicações simples para iniciantes em inglês.","como falar de planos futuros (introdução ao “going to”), inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre como falar de planos futuros (introdução ao “going to”),aplicacao-pratica-sobre-como-falar-de-planos-futuros-introducao-ao-going-to,aplicacao,"Aplicação prática da semana sobre como falar de planos futuros (introdução ao “going to”), com explicações simples para iniciantes em inglês.","como falar de planos futuros (introdução ao “going to”), inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre como falar de planos futuros (introdução ao “going to”),erros-comuns-sobre-como-falar-de-planos-futuros-introducao-ao-going-to,erros,"Erros comuns da semana sobre como falar de planos futuros (introdução ao “going to”), com explicações simples para iniciantes em inglês.","como falar de planos futuros (introdução ao “going to”), inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre como falar de planos futuros (introdução ao “going to”),revisao-da-semana-sobre-como-falar-de-planos-futuros-introducao-ao-going-to,revisao,"Revisão da semana da semana sobre como falar de planos futuros (introdução ao “going to”), com explicações simples para iniciantes em inglês.","como falar de planos futuros (introdução ao “going to”), inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre expressões do inglês informal (gírias leves),gramatica-essencial-sobre-expressões-do-ingles-informal-girias-leves,gramatica,"Gramática essencial da semana sobre expressões do inglês informal (gírias leves), com explicações simples para iniciantes em inglês.","expressões do inglês informal (gírias leves), inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre expressões do inglês informal (gírias leves),vocabulario-pratico-sobre-expressões-do-ingles-informal-girias-leves,vocabulario,"Vocabulário prático da semana sobre expressões do inglês informal (gírias leves), com explicações simples para iniciantes em inglês.","expressões do inglês informal (gírias leves), inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre expressões do inglês informal (gírias leves),frases-e-estrutura-sobre-expressões-do-ingles-informal-girias-leves,frases,"Frases e estrutura da semana sobre expressões do inglês informal (gírias leves), com explicações simples para iniciantes em inglês.","expressões do inglês informal (gírias leves), inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre expressões do inglês informal (gírias leves),dica-complementar-sobre-expressões-do-ingles-informal-girias-leves,dica,"Dica complementar da semana sobre expressões do inglês informal (gírias leves), com explicações simples para iniciantes em inglês.","expressões do inglês informal (gírias leves), inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre expressões do inglês informal (gírias leves),aplicacao-pratica-sobre-expressões-do-ingles-informal-girias-leves,aplicacao,"Aplicação prática da semana sobre expressões do inglês informal (gírias leves), com explicações simples para iniciantes em inglês.","expressões do inglês informal (gírias leves), inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre expressões do inglês informal (gírias leves),erros-comuns-sobre-expressões-do-ingles-informal-girias-leves,erros,"Erros comuns da semana sobre expressões do inglês informal (gírias leves), com explicações simples para iniciantes em inglês.","expressões do inglês informal (gírias leves), inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre expressões do inglês informal (gírias leves),revisao-da-semana-sobre-expressões-do-ingles-informal-girias-leves,revisao,"Revisão da semana da semana sobre expressões do inglês informal (gírias leves), com explicações simples para iniciantes em inglês.","expressões do inglês informal (gírias leves), inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre vocabulário: datas comemorativas e feriados,gramatica-essencial-sobre-vocabulario-datas-comemorativas-e-feriados,gramatica,"Gramática essencial da semana sobre vocabulário: datas comemorativas e feriados, com explicações simples para iniciantes em inglês.","vocabulário: datas comemorativas e feriados, inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre vocabulário: datas comemorativas e feriados,vocabulario-pratico-sobre-vocabulario-datas-comemorativas-e-feriados,vocabulario,"Vocabulário prático da semana sobre vocabulário: datas comemorativas e feriados, com explicações simples para iniciantes em inglês.","vocabulário: datas comemorativas e feriados, inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre vocabulário: datas comemorativas e feriados,frases-e-estrutura-sobre-vocabulario-datas-comemorativas-e-feriados,frases,"Frases e estrutura da semana sobre vocabulário: datas comemorativas e feriados, com explicações simples para iniciantes em inglês.","vocabulário: datas comemorativas e feriados, inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre vocabulário: datas comemorativas e feriados,dica-complementar-sobre-vocabulario-datas-comemorativas-e-feriados,dica,"Dica complementar da semana sobre vocabulário: datas comemorativas e feriados, com explicações simples para iniciantes em inglês.","vocabulário: datas comemorativas e feriados, inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre vocabulário: datas comemorativas e feriados,aplicacao-pratica-sobre-vocabulario-datas-comemorativas-e-feriados,aplicacao,"Aplicação prática da semana sobre vocabulário: datas comemorativas e feriados, com explicações simples para iniciantes em inglês.","vocabulário: datas comemorativas e feriados, inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre vocabulário: datas comemorativas e feriados,erros-comuns-sobre-vocabulario-datas-comemorativas-e-feriados,erros,"Erros comuns da semana sobre vocabulário: datas comemorativas e feriados, com explicações simples para iniciantes em inglês.","vocabulário: datas comemorativas e feriados, inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre vocabulário: datas comemorativas e feriados,revisao-da-semana-sobre-vocabulario-datas-comemorativas-e-feriados,revisao,"Revisão da semana da semana sobre vocabulário: datas comemorativas e feriados, com explicações simples para iniciantes em inglês.","vocabulário: datas comemorativas e feriados, inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre dicas para estudar inglês sozinho,gramatica-essencial-sobre-dicas-para-estudar-ingles-sozinho,gramatica,"Gramática essencial da semana sobre dicas para estudar inglês sozinho, com explicações simples para iniciantes em inglês.","dicas para estudar inglês sozinho, inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre dicas para estudar inglês sozinho,vocabulario-pratico-sobre-dicas-para-estudar-ingles-sozinho,vocabulario,"Vocabulário prático da semana sobre dicas para estudar inglês sozinho, com explicações simples para iniciantes em inglês.","dicas para estudar inglês sozinho, inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre dicas para estudar inglês sozinho,frases-e-estrutura-sobre-dicas-para-estudar-ingles-sozinho,frases,"Frases e estrutura da semana sobre dicas para estudar inglês sozinho, com explicações simples para iniciantes em inglês.","dicas para estudar inglês sozinho, inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre dicas para estudar inglês sozinho,dica-complementar-sobre-dicas-para-estudar-ingles-sozinho,dica,"Dica complementar da semana sobre dicas para estudar inglês sozinho, com explicações simples para iniciantes em inglês.","dicas para estudar inglês sozinho, inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre dicas para estudar inglês sozinho,aplicacao-pratica-sobre-dicas-para-estudar-ingles-sozinho,aplicacao,"Aplicação prática da semana sobre dicas para estudar inglês sozinho, com explicações simples para iniciantes em inglês.","dicas para estudar inglês sozinho, inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre dicas para estudar inglês sozinho,erros-comuns-sobre-dicas-para-estudar-ingles-sozinho,erros,"Erros comuns da semana sobre dicas para estudar inglês sozinho, com explicações simples para iniciantes em inglês.","dicas para estudar inglês sozinho, inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre dicas para estudar inglês sozinho,revisao-da-semana-sobre-dicas-para-estudar-ingles-sozinho,revisao,"Revisão da semana da semana sobre dicas para estudar inglês sozinho, com explicações simples para iniciantes em inglês.","dicas para estudar inglês sozinho, inglês para iniciantes, aprender inglês, revisao"
Gramática essencial sobre revisão geral do ano + desafio final,gramatica-essencial-sobre-revisao-geral-do-ano-+-desafio-final,gramatica,"Gramática essencial da semana sobre revisão geral do ano + desafio final, com explicações simples para iniciantes em inglês.","revisão geral do ano + desafio final, inglês para iniciantes, aprender inglês, gramatica"
Vocabulário prático sobre revisão geral do ano + desafio final,vocabulario-pratico-sobre-revisao-geral-do-ano-+-desafio-final,vocabulario,"Vocabulário prático da semana sobre revisão geral do ano + desafio final, com explicações simples para iniciantes em inglês.","revisão geral do ano + desafio final, inglês para iniciantes, aprender inglês, vocabulario"
Frases e estrutura sobre revisão geral do ano + desafio final,frases-e-estrutura-sobre-revisao-geral-do-ano-+-desafio-final,frases,"Frases e estrutura da semana sobre revisão geral do ano + desafio final, com explicações simples para iniciantes em inglês.","revisão geral do ano + desafio final, inglês para iniciantes, aprender inglês, frases"
Dica complementar sobre revisão geral do ano + desafio final,dica-complementar-sobre-revisao-geral-do-ano-+-desafio-final,dica,"Dica complementar da semana sobre revisão geral do ano + desafio final, com explicações simples para iniciantes em inglês.","revisão geral do ano + desafio final, inglês para iniciantes, aprender inglês, dica"
Aplicação prática sobre revisão geral do ano + desafio final,aplicacao-pratica-sobre-revisao-geral-do-ano-+-desafio-final,aplicacao,"Aplicação prática da semana sobre revisão geral do ano + desafio final, com explicações simples para iniciantes em inglês.","revisão geral do ano + desafio final, inglês para iniciantes, aprender inglês, aplicacao"
Erros comuns sobre revisão geral do ano + desafio final,erros-comuns-sobre-revisao-geral-do-ano-+-desafio-final,erros,"Erros comuns da semana sobre revisão geral do ano + desafio final, com explicações simples para iniciantes em inglês.","revisão geral do ano + desafio final, inglês para iniciantes, aprender inglês, erros"
Revisão da semana sobre revisão geral do ano + desafio final,revisao-da-semana-sobre-revisao-geral-do-ano-+-desafio-final,revisao,"Revisão da semana da semana sobre revisão geral do ano + desafio final, com explicações simples para iniciantes em inglês.","revisão geral do ano + desafio final, inglês para iniciantes, aprender inglês, revisao"
