title,slug,category,description,keywords
Dicas práticas de estudo sobre saudações e apresentações pessoais,saudacoes-e-apresentacoes-pessoais-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Saudações e apresentações pessoais', parte do plano de estudos de inglês para iniciantes.","saudações e apresentações pessoais, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre saudações e apresentações pessoais,saudacoes-e-apresentacoes-pessoais-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Saudações e apresentações pessoais', parte do plano de estudos de inglês para iniciantes.","saudações e apresentações pessoais, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre saudações e apresentações pessoais,saudacoes-e-apresentacoes-pessoais-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Saudações e apresentações pessoais', parte do plano de estudos de inglês para iniciantes.","saudações e apresentações pessoais, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre saudações e apresentações pessoais,saudacoes-e-apresentacoes-pessoais-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Saudações e apresentações pessoais', parte do plano de estudos de inglês para iniciantes.","saudações e apresentações pessoais, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre verbos to be + frases afirmativas,verbos-to-be--frases-afirmativas-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Verbos to be + frases afirmativas', parte do plano de estudos de inglês para iniciantes.","verbos to be + frases afirmativas, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre verbos to be + frases afirmativas,verbos-to-be--frases-afirmativas-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Verbos to be + frases afirmativas', parte do plano de estudos de inglês para iniciantes.","verbos to be + frases afirmativas, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre verbos to be + frases afirmativas,verbos-to-be--frases-afirmativas-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Verbos to be + frases afirmativas', parte do plano de estudos de inglês para iniciantes.","verbos to be + frases afirmativas, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre verbos to be + frases afirmativas,verbos-to-be--frases-afirmativas-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Verbos to be + frases afirmativas', parte do plano de estudos de inglês para iniciantes.","verbos to be + frases afirmativas, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre verbos to be + frases afirmativas,verbos-to-be--frases-afirmativas-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Verbos to be + frases afirmativas', parte do plano de estudos de inglês para iniciantes.","verbos to be + frases afirmativas, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre verbos to be + frases afirmativas,verbos-to-be--frases-afirmativas-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Verbos to be + frases afirmativas', parte do plano de estudos de inglês para iniciantes.","verbos to be + frases afirmativas, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre verbos to be + frases afirmativas,verbos-to-be--frases-afirmativas-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Verbos to be + frases afirmativas', parte do plano de estudos de inglês para iniciantes.","verbos to be + frases afirmativas, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre frases negativas e perguntas com to be,frases-negativas-e-perguntas-com-to-be-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Frases negativas e perguntas com to be', parte do plano de estudos de inglês para iniciantes.","frases negativas e perguntas com to be, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre frases negativas e perguntas com to be,frases-negativas-e-perguntas-com-to-be-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Frases negativas e perguntas com to be', parte do plano de estudos de inglês para iniciantes.","frases negativas e perguntas com to be, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre frases negativas e perguntas com to be,frases-negativas-e-perguntas-com-to-be-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Frases negativas e perguntas com to be', parte do plano de estudos de inglês para iniciantes.","frases negativas e perguntas com to be, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre frases negativas e perguntas com to be,frases-negativas-e-perguntas-com-to-be-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Frases negativas e perguntas com to be', parte do plano de estudos de inglês para iniciantes.","frases negativas e perguntas com to be, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre frases negativas e perguntas com to be,frases-negativas-e-perguntas-com-to-be-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Frases negativas e perguntas com to be', parte do plano de estudos de inglês para iniciantes.","frases negativas e perguntas com to be, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre frases negativas e perguntas com to be,frases-negativas-e-perguntas-com-to-be-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Frases negativas e perguntas com to be', parte do plano de estudos de inglês para iniciantes.","frases negativas e perguntas com to be, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre frases negativas e perguntas com to be,frases-negativas-e-perguntas-com-to-be-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Frases negativas e perguntas com to be', parte do plano de estudos de inglês para iniciantes.","frases negativas e perguntas com to be, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre pronomes pessoais e possessivos,pronomes-pessoais-e-possessivos-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Pronomes pessoais e possessivos', parte do plano de estudos de inglês para iniciantes.","pronomes pessoais e possessivos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre pronomes pessoais e possessivos,pronomes-pessoais-e-possessivos-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Pronomes pessoais e possessivos', parte do plano de estudos de inglês para iniciantes.","pronomes pessoais e possessivos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre pronomes pessoais e possessivos,pronomes-pessoais-e-possessivos-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Pronomes pessoais e possessivos', parte do plano de estudos de inglês para iniciantes.","pronomes pessoais e possessivos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre pronomes pessoais e possessivos,pronomes-pessoais-e-possessivos-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Pronomes pessoais e possessivos', parte do plano de estudos de inglês para iniciantes.","pronomes pessoais e possessivos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre pronomes pessoais e possessivos,pronomes-pessoais-e-possessivos-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Pronomes pessoais e possessivos', parte do plano de estudos de inglês para iniciantes.","pronomes pessoais e possessivos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre pronomes pessoais e possessivos,pronomes-pessoais-e-possessivos-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Pronomes pessoais e possessivos', parte do plano de estudos de inglês para iniciantes.","pronomes pessoais e possessivos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre pronomes pessoais e possessivos,pronomes-pessoais-e-possessivos-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Pronomes pessoais e possessivos', parte do plano de estudos de inglês para iniciantes.","pronomes pessoais e possessivos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre artigos definidos e indefinidos (a / an / the),artigos-definidos-e-indefinidos-a--an--the-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Artigos definidos e indefinidos (a / an / the)', parte do plano de estudos de inglês para iniciantes.","artigos definidos e indefinidos (a / an / the), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre artigos definidos e indefinidos (a / an / the),artigos-definidos-e-indefinidos-a--an--the-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Artigos definidos e indefinidos (a / an / the)', parte do plano de estudos de inglês para iniciantes.","artigos definidos e indefinidos (a / an / the), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre artigos definidos e indefinidos (a / an / the),artigos-definidos-e-indefinidos-a--an--the-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Artigos definidos e indefinidos (a / an / the)', parte do plano de estudos de inglês para iniciantes.","artigos definidos e indefinidos (a / an / the), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre artigos definidos e indefinidos (a / an / the),artigos-definidos-e-indefinidos-a--an--the-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Artigos definidos e indefinidos (a / an / the)', parte do plano de estudos de inglês para iniciantes.","artigos definidos e indefinidos (a / an / the), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre artigos definidos e indefinidos (a / an / the),artigos-definidos-e-indefinidos-a--an--the-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Artigos definidos e indefinidos (a / an / the)', parte do plano de estudos de inglês para iniciantes.","artigos definidos e indefinidos (a / an / the), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre artigos definidos e indefinidos (a / an / the),artigos-definidos-e-indefinidos-a--an--the-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Artigos definidos e indefinidos (a / an / the)', parte do plano de estudos de inglês para iniciantes.","artigos definidos e indefinidos (a / an / the), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre artigos definidos e indefinidos (a / an / the),artigos-definidos-e-indefinidos-a--an--the-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Artigos definidos e indefinidos (a / an / the)', parte do plano de estudos de inglês para iniciantes.","artigos definidos e indefinidos (a / an / the), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre vocabulário: família e parentesco,vocabulario-familia-e-parentesco-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Vocabulário: família e parentesco', parte do plano de estudos de inglês para iniciantes.","vocabulário: família e parentesco, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre vocabulário: família e parentesco,vocabulario-familia-e-parentesco-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Vocabulário: família e parentesco', parte do plano de estudos de inglês para iniciantes.","vocabulário: família e parentesco, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre vocabulário: família e parentesco,vocabulario-familia-e-parentesco-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Vocabulário: família e parentesco', parte do plano de estudos de inglês para iniciantes.","vocabulário: família e parentesco, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre vocabulário: família e parentesco,vocabulario-familia-e-parentesco-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Vocabulário: família e parentesco', parte do plano de estudos de inglês para iniciantes.","vocabulário: família e parentesco, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre vocabulário: família e parentesco,vocabulario-familia-e-parentesco-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Vocabulário: família e parentesco', parte do plano de estudos de inglês para iniciantes.","vocabulário: família e parentesco, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre vocabulário: família e parentesco,vocabulario-familia-e-parentesco-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Vocabulário: família e parentesco', parte do plano de estudos de inglês para iniciantes.","vocabulário: família e parentesco, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre vocabulário: família e parentesco,vocabulario-familia-e-parentesco-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Vocabulário: família e parentesco', parte do plano de estudos de inglês para iniciantes.","vocabulário: família e parentesco, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre vocabulário: casa e cômodos,vocabulario-casa-e-comodos-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Vocabulário: casa e cômodos', parte do plano de estudos de inglês para iniciantes.","vocabulário: casa e cômodos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre vocabulário: casa e cômodos,vocabulario-casa-e-comodos-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Vocabulário: casa e cômodos', parte do plano de estudos de inglês para iniciantes.","vocabulário: casa e cômodos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre vocabulário: casa e cômodos,vocabulario-casa-e-comodos-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Vocabulário: casa e cômodos', parte do plano de estudos de inglês para iniciantes.","vocabulário: casa e cômodos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre vocabulário: casa e cômodos,vocabulario-casa-e-comodos-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Vocabulário: casa e cômodos', parte do plano de estudos de inglês para iniciantes.","vocabulário: casa e cômodos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre vocabulário: casa e cômodos,vocabulario-casa-e-comodos-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Vocabulário: casa e cômodos', parte do plano de estudos de inglês para iniciantes.","vocabulário: casa e cômodos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre vocabulário: casa e cômodos,vocabulario-casa-e-comodos-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Vocabulário: casa e cômodos', parte do plano de estudos de inglês para iniciantes.","vocabulário: casa e cômodos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre vocabulário: casa e cômodos,vocabulario-casa-e-comodos-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Vocabulário: casa e cômodos', parte do plano de estudos de inglês para iniciantes.","vocabulário: casa e cômodos, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre vocabulário: objetos do dia a dia,vocabulario-objetos-do-dia-a-dia-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Vocabulário: objetos do dia a dia', parte do plano de estudos de inglês para iniciantes.","vocabulário: objetos do dia a dia, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre vocabulário: objetos do dia a dia,vocabulario-objetos-do-dia-a-dia-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Vocabulário: objetos do dia a dia', parte do plano de estudos de inglês para iniciantes.","vocabulário: objetos do dia a dia, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre vocabulário: objetos do dia a dia,vocabulario-objetos-do-dia-a-dia-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Vocabulário: objetos do dia a dia', parte do plano de estudos de inglês para iniciantes.","vocabulário: objetos do dia a dia, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre vocabulário: objetos do dia a dia,vocabulario-objetos-do-dia-a-dia-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Vocabulário: objetos do dia a dia', parte do plano de estudos de inglês para iniciantes.","vocabulário: objetos do dia a dia, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre vocabulário: objetos do dia a dia,vocabulario-objetos-do-dia-a-dia-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Vocabulário: objetos do dia a dia', parte do plano de estudos de inglês para iniciantes.","vocabulário: objetos do dia a dia, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre vocabulário: objetos do dia a dia,vocabulario-objetos-do-dia-a-dia-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Vocabulário: objetos do dia a dia', parte do plano de estudos de inglês para iniciantes.","vocabulário: objetos do dia a dia, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre vocabulário: objetos do dia a dia,vocabulario-objetos-do-dia-a-dia-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Vocabulário: objetos do dia a dia', parte do plano de estudos de inglês para iniciantes.","vocabulário: objetos do dia a dia, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre verbos have e can,verbos-have-e-can-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Verbos have e can', parte do plano de estudos de inglês para iniciantes.","verbos have e can, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre verbos have e can,verbos-have-e-can-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Verbos have e can', parte do plano de estudos de inglês para iniciantes.","verbos have e can, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre verbos have e can,verbos-have-e-can-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Verbos have e can', parte do plano de estudos de inglês para iniciantes.","verbos have e can, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre verbos have e can,verbos-have-e-can-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Verbos have e can', parte do plano de estudos de inglês para iniciantes.","verbos have e can, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre verbos have e can,verbos-have-e-can-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Verbos have e can', parte do plano de estudos de inglês para iniciantes.","verbos have e can, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre verbos have e can,verbos-have-e-can-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Verbos have e can', parte do plano de estudos de inglês para iniciantes.","verbos have e can, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre verbos have e can,verbos-have-e-can-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Verbos have e can', parte do plano de estudos de inglês para iniciantes.","verbos have e can, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre construção de frases simples no presente,construcao-de-frases-simples-no-presente-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Construção de frases simples no presente', parte do plano de estudos de inglês para iniciantes.","construção de frases simples no presente, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre construção de frases simples no presente,construcao-de-frases-simples-no-presente-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Construção de frases simples no presente', parte do plano de estudos de inglês para iniciantes.","construção de frases simples no presente, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre construção de frases simples no presente,construcao-de-frases-simples-no-presente-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Construção de frases simples no presente', parte do plano de estudos de inglês para iniciantes.","construção de frases simples no presente, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre construção de frases simples no presente,construcao-de-frases-simples-no-presente-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Construção de frases simples no presente', parte do plano de estudos de inglês para iniciantes.","construção de frases simples no presente, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre construção de frases simples no presente,construcao-de-frases-simples-no-presente-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Construção de frases simples no presente', parte do plano de estudos de inglês para iniciantes.","construção de frases simples no presente, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre construção de frases simples no presente,construcao-de-frases-simples-no-presente-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Construção de frases simples no presente', parte do plano de estudos de inglês para iniciantes.","construção de frases simples no presente, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre construção de frases simples no presente,construcao-de-frases-simples-no-presente-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Construção de frases simples no presente', parte do plano de estudos de inglês para iniciantes.","construção de frases simples no presente, inglês básico, aprender inglês, estudo de inglês, vocabulário"
"Gramática introdutória e estrutura sobre vocabulário: escola, estudo e rotina",vocabulario-escola-estudo-e-rotina-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Vocabulário: escola, estudo e rotina', parte do plano de estudos de inglês para iniciantes.","vocabulário: escola, estudo e rotina, inglês básico, aprender inglês, estudo de inglês, vocabulário"
"Vocabulário aplicado sobre vocabulário: escola, estudo e rotina",vocabulario-escola-estudo-e-rotina-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Vocabulário: escola, estudo e rotina', parte do plano de estudos de inglês para iniciantes.","vocabulário: escola, estudo e rotina, inglês básico, aprender inglês, estudo de inglês, vocabulário"
