title,slug,category,description,keywords
Aplicação prática do tema com exemplos reais – Vocabulário,sexta-vocabulário:-escritório-e-reuniões,Aplicações,Aplicação prática do tema com exemplos reais com foco em vocabulário: escritório e reuniões para alunos de inglês em nível intermediário.,"vocabulário: escritório e reuniões, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Vocabulário,sábado-vocabulário:-escritório-e-reuniões,Erros,Erros comuns e como evitá-los com foco em vocabulário: escritório e reuniões para alunos de inglês em nível intermediário.,"vocabulário: escritório e reuniões, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Vocabulário,domingo-vocabulário:-escritório-e-reuniões,Revisão,Revisão geral + desafio semanal com foco em vocabulário: escritório e reuniões para alunos de inglês em nível intermediário.,"vocabulário: escritório e reuniões, inglês intermediário, aprendizado de inglês"
Gramática essencial do tema da semana – Vocabulário,segunda-vocabulário:-problemas-do-dia-a-dia,Gramática,Gramática essencial do tema da semana com foco em vocabulário: problemas do dia a dia para alunos de inglês em nível intermediário.,"vocabulário: problemas do dia a dia, inglês intermediário, aprendizado de inglês"
Vocabulário útil relacionado ao tema – Vocabulário,terça-vocabulário:-problemas-do-dia-a-dia,Vocabulário,Vocabulário útil relacionado ao tema com foco em vocabulário: problemas do dia a dia para alunos de inglês em nível intermediário.,"vocabulário: problemas do dia a dia, inglês intermediário, aprendizado de inglês"
Frases simples com aplicação prática – Vocabulário,quarta-vocabulário:-problemas-do-dia-a-dia,Expressões,Frases simples com aplicação prática com foco em vocabulário: problemas do dia a dia para alunos de inglês em nível intermediário.,"vocabulário: problemas do dia a dia, inglês intermediário, aprendizado de inglês"
Dicas ou sugestões de vídeo sobre o tema – Vocabulário,quinta-vocabulário:-problemas-do-dia-a-dia,Dicas,Dicas ou sugestões de vídeo sobre o tema com foco em vocabulário: problemas do dia a dia para alunos de inglês em nível intermediário.,"vocabulário: problemas do dia a dia, inglês intermediário, aprendizado de inglês"
Aplicação prática do tema com exemplos reais – Vocabulário,sexta-vocabulário:-problemas-do-dia-a-dia,Aplicações,Aplicação prática do tema com exemplos reais com foco em vocabulário: problemas do dia a dia para alunos de inglês em nível intermediário.,"vocabulário: problemas do dia a dia, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Vocabulário,sábado-vocabulário:-problemas-do-dia-a-dia,Erros,Erros comuns e como evitá-los com foco em vocabulário: problemas do dia a dia para alunos de inglês em nível intermediário.,"vocabulário: problemas do dia a dia, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Vocabulário,domingo-vocabulário:-problemas-do-dia-a-dia,Revisão,Revisão geral + desafio semanal com foco em vocabulário: problemas do dia a dia para alunos de inglês em nível intermediário.,"vocabulário: problemas do dia a dia, inglês intermediário, aprendizado de inglês"
Gramática essencial do tema da semana – Como fazer reclamações educadas,segunda-como-fazer-reclamações-educadas,Gramática,Gramática essencial do tema da semana com foco em como fazer reclamações educadas para alunos de inglês em nível intermediário.,"como fazer reclamações educadas, inglês intermediário, aprendizado de inglês"
Vocabulário útil relacionado ao tema – Como fazer reclamações educadas,terça-como-fazer-reclamações-educadas,Vocabulário,Vocabulário útil relacionado ao tema com foco em como fazer reclamações educadas para alunos de inglês em nível intermediário.,"como fazer reclamações educadas, inglês intermediário, aprendizado de inglês"
Frases simples com aplicação prática – Como fazer reclamações educadas,quarta-como-fazer-reclamações-educadas,Expressões,Frases simples com aplicação prática com foco em como fazer reclamações educadas para alunos de inglês em nível intermediário.,"como fazer reclamações educadas, inglês intermediário, aprendizado de inglês"
Dicas ou sugestões de vídeo sobre o tema – Como fazer reclamações educadas,quinta-como-fazer-reclamações-educadas,Dicas,Dicas ou sugestões de vídeo sobre o tema com foco em como fazer reclamações educadas para alunos de inglês em nível intermediário.,"como fazer reclamações educadas, inglês intermediário, aprendizado de inglês"
Aplicação prática do tema com exemplos reais – Como fazer reclamações educadas,sexta-como-fazer-reclamações-educadas,Aplicações,Aplicação prática do tema com exemplos reais com foco em como fazer reclamações educadas para alunos de inglês em nível intermediário.,"como fazer reclamações educadas, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Como fazer reclamações educadas,sábado-como-fazer-reclamações-educadas,Erros,Erros comuns e como evitá-los com foco em como fazer reclamações educadas para alunos de inglês em nível intermediário.,"como fazer reclamações educadas, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Como fazer reclamações educadas,domingo-como-fazer-reclamações-educadas,Revisão,Revisão geral + desafio semanal com foco em como fazer reclamações educadas para alunos de inglês em nível intermediário.,"como fazer reclamações educadas, inglês intermediário, aprendizado de inglês"
"Gramática essencial do tema da semana – Expressar opinião (I think, I believe...)",segunda-expressar-opinião-(i-think-i-believe),Gramática,"Gramática essencial do tema da semana com foco em expressar opinião (i think, i believe...) para alunos de inglês em nível intermediário.","expressar opinião (i think, i believe...), inglês intermediário, aprendizado de inglês"
"Vocabulário útil relacionado ao tema – Expressar opinião (I think, I believe...)",terça-expressar-opinião-(i-think-i-believe),Vocabulário,"Vocabulário útil relacionado ao tema com foco em expressar opinião (i think, i believe...) para alunos de inglês em nível intermediário.","expressar opinião (i think, i believe...), inglês intermediário, aprendizado de inglês"
"Frases simples com aplicação prática – Expressar opinião (I think, I believe...)",quarta-expressar-opinião-(i-think-i-believe),Expressões,"Frases simples com aplicação prática com foco em expressar opinião (i think, i believe...) para alunos de inglês em nível intermediário.","expressar opinião (i think, i believe...), inglês intermediário, aprendizado de inglês"
"Dicas ou sugestões de vídeo sobre o tema – Expressar opinião (I think, I believe...)",quinta-expressar-opinião-(i-think-i-believe),Dicas,"Dicas ou sugestões de vídeo sobre o tema com foco em expressar opinião (i think, i believe...) para alunos de inglês em nível intermediário.","expressar opinião (i think, i believe...), inglês intermediário, aprendizado de inglês"
"Aplicação prática do tema com exemplos reais – Expressar opinião (I think, I believe...)",sexta-expressar-opinião-(i-think-i-believe),Aplicações,"Aplicação prática do tema com exemplos reais com foco em expressar opinião (i think, i believe...) para alunos de inglês em nível intermediário.","expressar opinião (i think, i believe...), inglês intermediário, aprendizado de inglês"
"Erros comuns e como evitá-los – Expressar opinião (I think, I believe...)",sábado-expressar-opinião-(i-think-i-believe),Erros,"Erros comuns e como evitá-los com foco em expressar opinião (i think, i believe...) para alunos de inglês em nível intermediário.","expressar opinião (i think, i believe...), inglês intermediário, aprendizado de inglês"
"Revisão geral + desafio semanal – Expressar opinião (I think, I believe...)",domingo-expressar-opinião-(i-think-i-believe),Revisão,"Revisão geral + desafio semanal com foco em expressar opinião (i think, i believe...) para alunos de inglês em nível intermediário.","expressar opinião (i think, i believe...), inglês intermediário, aprendizado de inglês"
Gramática essencial do tema da semana – Concordar e discordar em inglês,segunda-concordar-e-discordar-em-inglês,Gramática,Gramática essencial do tema da semana com foco em concordar e discordar em inglês para alunos de inglês em nível intermediário.,"concordar e discordar em inglês, inglês intermediário, aprendizado de inglês"
Vocabulário útil relacionado ao tema – Concordar e discordar em inglês,terça-concordar-e-discordar-em-inglês,Vocabulário,Vocabulário útil relacionado ao tema com foco em concordar e discordar em inglês para alunos de inglês em nível intermediário.,"concordar e discordar em inglês, inglês intermediário, aprendizado de inglês"
Frases simples com aplicação prática – Concordar e discordar em inglês,quarta-concordar-e-discordar-em-inglês,Expressões,Frases simples com aplicação prática com foco em concordar e discordar em inglês para alunos de inglês em nível intermediário.,"concordar e discordar em inglês, inglês intermediário, aprendizado de inglês"
Dicas ou sugestões de vídeo sobre o tema – Concordar e discordar em inglês,quinta-concordar-e-discordar-em-inglês,Dicas,Dicas ou sugestões de vídeo sobre o tema com foco em concordar e discordar em inglês para alunos de inglês em nível intermediário.,"concordar e discordar em inglês, inglês intermediário, aprendizado de inglês"
Aplicação prática do tema com exemplos reais – Concordar e discordar em inglês,sexta-concordar-e-discordar-em-inglês,Aplicações,Aplicação prática do tema com exemplos reais com foco em concordar e discordar em inglês para alunos de inglês em nível intermediário.,"concordar e discordar em inglês, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Concordar e discordar em inglês,sábado-concordar-e-discordar-em-inglês,Erros,Erros comuns e como evitá-los com foco em concordar e discordar em inglês para alunos de inglês em nível intermediário.,"concordar e discordar em inglês, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Concordar e discordar em inglês,domingo-concordar-e-discordar-em-inglês,Revisão,Revisão geral + desafio semanal com foco em concordar e discordar em inglês para alunos de inglês em nível intermediário.,"concordar e discordar em inglês, inglês intermediário, aprendizado de inglês"
Gramática essencial do tema da semana – Perguntar e dar conselhos,segunda-perguntar-e-dar-conselhos,Gramática,Gramática essencial do tema da semana com foco em perguntar e dar conselhos para alunos de inglês em nível intermediário.,"perguntar e dar conselhos, inglês intermediário, aprendizado de inglês"
Vocabulário útil relacionado ao tema – Perguntar e dar conselhos,terça-perguntar-e-dar-conselhos,Vocabulário,Vocabulário útil relacionado ao tema com foco em perguntar e dar conselhos para alunos de inglês em nível intermediário.,"perguntar e dar conselhos, inglês intermediário, aprendizado de inglês"
Frases simples com aplicação prática – Perguntar e dar conselhos,quarta-perguntar-e-dar-conselhos,Expressões,Frases simples com aplicação prática com foco em perguntar e dar conselhos para alunos de inglês em nível intermediário.,"perguntar e dar conselhos, inglês intermediário, aprendizado de inglês"
Dicas ou sugestões de vídeo sobre o tema – Perguntar e dar conselhos,quinta-perguntar-e-dar-conselhos,Dicas,Dicas ou sugestões de vídeo sobre o tema com foco em perguntar e dar conselhos para alunos de inglês em nível intermediário.,"perguntar e dar conselhos, inglês intermediário, aprendizado de inglês"
Aplicação prática do tema com exemplos reais – Perguntar e dar conselhos,sexta-perguntar-e-dar-conselhos,Aplicações,Aplicação prática do tema com exemplos reais com foco em perguntar e dar conselhos para alunos de inglês em nível intermediário.,"perguntar e dar conselhos, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Perguntar e dar conselhos,sábado-perguntar-e-dar-conselhos,Erros,Erros comuns e como evitá-los com foco em perguntar e dar conselhos para alunos de inglês em nível intermediário.,"perguntar e dar conselhos, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Perguntar e dar conselhos,domingo-perguntar-e-dar-conselhos,Revisão,Revisão geral + desafio semanal com foco em perguntar e dar conselhos para alunos de inglês em nível intermediário.,"perguntar e dar conselhos, inglês intermediário, aprendizado de inglês"
"Gramática essencial do tema da semana – Expressar dúvidas, hipóteses e incertezas",segunda-expressar-dúvidas-hipóteses-e-incertezas,Gramática,"Gramática essencial do tema da semana com foco em expressar dúvidas, hipóteses e incertezas para alunos de inglês em nível intermediário.","expressar dúvidas, hipóteses e incertezas, inglês intermediário, aprendizado de inglês"
"Vocabulário útil relacionado ao tema – Expressar dúvidas, hipóteses e incertezas",terça-expressar-dúvidas-hipóteses-e-incertezas,Vocabulário,"Vocabulário útil relacionado ao tema com foco em expressar dúvidas, hipóteses e incertezas para alunos de inglês em nível intermediário.","expressar dúvidas, hipóteses e incertezas, inglês intermediário, aprendizado de inglês"
"Frases simples com aplicação prática – Expressar dúvidas, hipóteses e incertezas",quarta-expressar-dúvidas-hipóteses-e-incertezas,Expressões,"Frases simples com aplicação prática com foco em expressar dúvidas, hipóteses e incertezas para alunos de inglês em nível intermediário.","expressar dúvidas, hipóteses e incertezas, inglês intermediário, aprendizado de inglês"
"Dicas ou sugestões de vídeo sobre o tema – Expressar dúvidas, hipóteses e incertezas",quinta-expressar-dúvidas-hipóteses-e-incertezas,Dicas,"Dicas ou sugestões de vídeo sobre o tema com foco em expressar dúvidas, hipóteses e incertezas para alunos de inglês em nível intermediário.","expressar dúvidas, hipóteses e incertezas, inglês intermediário, aprendizado de inglês"
"Aplicação prática do tema com exemplos reais – Expressar dúvidas, hipóteses e incertezas",sexta-expressar-dúvidas-hipóteses-e-incertezas,Aplicações,"Aplicação prática do tema com exemplos reais com foco em expressar dúvidas, hipóteses e incertezas para alunos de inglês em nível intermediário.","expressar dúvidas, hipóteses e incertezas, inglês intermediário, aprendizado de inglês"
"Erros comuns e como evitá-los – Expressar dúvidas, hipóteses e incertezas",sábado-expressar-dúvidas-hipóteses-e-incertezas,Erros,"Erros comuns e como evitá-los com foco em expressar dúvidas, hipóteses e incertezas para alunos de inglês em nível intermediário.","expressar dúvidas, hipóteses e incertezas, inglês intermediário, aprendizado de inglês"
"Revisão geral + desafio semanal – Expressar dúvidas, hipóteses e incertezas",domingo-expressar-dúvidas-hipóteses-e-incertezas,Revisão,"Revisão geral + desafio semanal com foco em expressar dúvidas, hipóteses e incertezas para alunos de inglês em nível intermediário.","expressar dúvidas, hipóteses e incertezas, inglês intermediário, aprendizado de inglês"
Gramática essencial do tema da semana – Introdução ao “past continuous”,segunda-introdução-ao-past-continuous,Gramática,Gramática essencial do tema da semana com foco em introdução ao “past continuous” para alunos de inglês em nível intermediário.,"introdução ao “past continuous”, inglês intermediário, aprendizado de inglês"
Vocabulário útil relacionado ao tema – Introdução ao “past continuous”,terça-introdução-ao-past-continuous,Vocabulário,Vocabulário útil relacionado ao tema com foco em introdução ao “past continuous” para alunos de inglês em nível intermediário.,"introdução ao “past continuous”, inglês intermediário, aprendizado de inglês"
Frases simples com aplicação prática – Introdução ao “past continuous”,quarta-introdução-ao-past-continuous,Expressões,Frases simples com aplicação prática com foco em introdução ao “past continuous” para alunos de inglês em nível intermediário.,"introdução ao “past continuous”, inglês intermediário, aprendizado de inglês"
Dicas ou sugestões de vídeo sobre o tema – Introdução ao “past continuous”,quinta-introdução-ao-past-continuous,Dicas,Dicas ou sugestões de vídeo sobre o tema com foco em introdução ao “past continuous” para alunos de inglês em nível intermediário.,"introdução ao “past continuous”, inglês intermediário, aprendizado de inglês"
Aplicação prática do tema com exemplos reais – Introdução ao “past continuous”,sexta-introdução-ao-past-continuous,Aplicações,Aplicação prática do tema com exemplos reais com foco em introdução ao “past continuous” para alunos de inglês em nível intermediário.,"introdução ao “past continuous”, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Introdução ao “past continuous”,sábado-introdução-ao-past-continuous,Erros,Erros comuns e como evitá-los com foco em introdução ao “past continuous” para alunos de inglês em nível intermediário.,"introdução ao “past continuous”, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Introdução ao “past continuous”,domingo-introdução-ao-past-continuous,Revisão,Revisão geral + desafio semanal com foco em introdução ao “past continuous” para alunos de inglês em nível intermediário.,"introdução ao “past continuous”, inglês intermediário, aprendizado de inglês"
Gramática essencial do tema da semana – Diferenças,segunda-diferenças:-past-simple-x-past-continuous,Gramática,Gramática essencial do tema da semana com foco em diferenças: past simple × past continuous para alunos de inglês em nível intermediário.,"diferenças: past simple × past continuous, inglês intermediário, aprendizado de inglês"
Vocabulário útil relacionado ao tema – Diferenças,terça-diferenças:-past-simple-x-past-continuous,Vocabulário,Vocabulário útil relacionado ao tema com foco em diferenças: past simple × past continuous para alunos de inglês em nível intermediário.,"diferenças: past simple × past continuous, inglês intermediário, aprendizado de inglês"
Frases simples com aplicação prática – Diferenças,quarta-diferenças:-past-simple-x-past-continuous,Expressões,Frases simples com aplicação prática com foco em diferenças: past simple × past continuous para alunos de inglês em nível intermediário.,"diferenças: past simple × past continuous, inglês intermediário, aprendizado de inglês"
Dicas ou sugestões de vídeo sobre o tema – Diferenças,quinta-diferenças:-past-simple-x-past-continuous,Dicas,Dicas ou sugestões de vídeo sobre o tema com foco em diferenças: past simple × past continuous para alunos de inglês em nível intermediário.,"diferenças: past simple × past continuous, inglês intermediário, aprendizado de inglês"
Aplicação prática do tema com exemplos reais – Diferenças,sexta-diferenças:-past-simple-x-past-continuous,Aplicações,Aplicação prática do tema com exemplos reais com foco em diferenças: past simple × past continuous para alunos de inglês em nível intermediário.,"diferenças: past simple × past continuous, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Diferenças,sábado-diferenças:-past-simple-x-past-continuous,Erros,Erros comuns e como evitá-los com foco em diferenças: past simple × past continuous para alunos de inglês em nível intermediário.,"diferenças: past simple × past continuous, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Diferenças,domingo-diferenças:-past-simple-x-past-continuous,Revisão,Revisão geral + desafio semanal com foco em diferenças: past simple × past continuous para alunos de inglês em nível intermediário.,"diferenças: past simple × past continuous, inglês intermediário, aprendizado de inglês"
Gramática essencial do tema da semana – Vocabulário,segunda-vocabulário:-tecnologia-no-trabalho,Gramática,Gramática essencial do tema da semana com foco em vocabulário: tecnologia no trabalho para alunos de inglês em nível intermediário.,"vocabulário: tecnologia no trabalho, inglês intermediário, aprendizado de inglês"
Vocabulário útil relacionado ao tema – Vocabulário,terça-vocabulário:-tecnologia-no-trabalho,Vocabulário,Vocabulário útil relacionado ao tema com foco em vocabulário: tecnologia no trabalho para alunos de inglês em nível intermediário.,"vocabulário: tecnologia no trabalho, inglês intermediário, aprendizado de inglês"
Frases simples com aplicação prática – Vocabulário,quarta-vocabulário:-tecnologia-no-trabalho,Expressões,Frases simples com aplicação prática com foco em vocabulário: tecnologia no trabalho para alunos de inglês em nível intermediário.,"vocabulário: tecnologia no trabalho, inglês intermediário, aprendizado de inglês"
Dicas ou sugestões de vídeo sobre o tema – Vocabulário,quinta-vocabulário:-tecnologia-no-trabalho,Dicas,Dicas ou sugestões de vídeo sobre o tema com foco em vocabulário: tecnologia no trabalho para alunos de inglês em nível intermediário.,"vocabulário: tecnologia no trabalho, inglês intermediário, aprendizado de inglês"
Aplicação prática do tema com exemplos reais – Vocabulário,sexta-vocabulário:-tecnologia-no-trabalho,Aplicações,Aplicação prática do tema com exemplos reais com foco em vocabulário: tecnologia no trabalho para alunos de inglês em nível intermediário.,"vocabulário: tecnologia no trabalho, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Vocabulário,sábado-vocabulário:-tecnologia-no-trabalho,Erros,Erros comuns e como evitá-los com foco em vocabulário: tecnologia no trabalho para alunos de inglês em nível intermediário.,"vocabulário: tecnologia no trabalho, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Vocabulário,domingo-vocabulário:-tecnologia-no-trabalho,Revisão,Revisão geral + desafio semanal com foco em vocabulário: tecnologia no trabalho para alunos de inglês em nível intermediário.,"vocabulário: tecnologia no trabalho, inglês intermediário, aprendizado de inglês"
Gramática essencial do tema da semana – Expressões comuns em e-mails e mensagens,segunda-expressões-comuns-em-e-mails-e-mensagens,Gramática,Gramática essencial do tema da semana com foco em expressões comuns em e-mails e mensagens para alunos de inglês em nível intermediário.,"expressões comuns em e-mails e mensagens, inglês intermediário, aprendizado de inglês"
Vocabulário útil relacionado ao tema – Expressões comuns em e-mails e mensagens,terça-expressões-comuns-em-e-mails-e-mensagens,Vocabulário,Vocabulário útil relacionado ao tema com foco em expressões comuns em e-mails e mensagens para alunos de inglês em nível intermediário.,"expressões comuns em e-mails e mensagens, inglês intermediário, aprendizado de inglês"
Frases simples com aplicação prática – Expressões comuns em e-mails e mensagens,quarta-expressões-comuns-em-e-mails-e-mensagens,Expressões,Frases simples com aplicação prática com foco em expressões comuns em e-mails e mensagens para alunos de inglês em nível intermediário.,"expressões comuns em e-mails e mensagens, inglês intermediário, aprendizado de inglês"
Dicas ou sugestões de vídeo sobre o tema – Expressões comuns em e-mails e mensagens,quinta-expressões-comuns-em-e-mails-e-mensagens,Dicas,Dicas ou sugestões de vídeo sobre o tema com foco em expressões comuns em e-mails e mensagens para alunos de inglês em nível intermediário.,"expressões comuns em e-mails e mensagens, inglês intermediário, aprendizado de inglês"
Aplicação prática do tema com exemplos reais – Expressões comuns em e-mails e mensagens,sexta-expressões-comuns-em-e-mails-e-mensagens,Aplicações,Aplicação prática do tema com exemplos reais com foco em expressões comuns em e-mails e mensagens para alunos de inglês em nível intermediário.,"expressões comuns em e-mails e mensagens, inglês intermediário, aprendizado de inglês"
Erros comuns e como evitá-los – Expressões comuns em e-mails e mensagens,sábado-expressões-comuns-em-e-mails-e-mensagens,Erros,Erros comuns e como evitá-los com foco em expressões comuns em e-mails e mensagens para alunos de inglês em nível intermediário.,"expressões comuns em e-mails e mensagens, inglês intermediário, aprendizado de inglês"
Revisão geral + desafio semanal – Expressões comuns em e-mails e mensagens,domingo-expressões-comuns-em-e-mails-e-mensagens,Revisão,Revisão geral + desafio semanal com foco em expressões comuns em e-mails e mensagens para alunos de inglês em nível intermediário.,"expressões comuns em e-mails e mensagens, inglês intermediário, aprendizado de inglês"
